name,material,grid,coverage,blocksplies,splitstack,key,increment,scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sparcap_center_top,,,,,,,,1,0,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_fl_1,121,blade,"[(""d_w1"",-0.1,0,0)]",plies,1,4000,1,123,0,2,2.1,20,20.1,40,40.1,85,85.1,97,97.1,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.577,0,0,4,4,6,6,8,8,6,6,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_fl_2,121,blade,"[(""d_w2"",0,0.1,0)]",plies,1,4050,1,101,0,2,2.1,20,20.1,40,40.1,85,85.1,97,97.1,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.577,0,0,4,4,6,6,8,8,6,6,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_fl_1_paste,20,blade,"[(""d_w1"",-0.1,0,0)]",plies,1,3999,1,123,0,2,2.1,20,20.1,40,40.1,85,85.1,97,97.1,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,10,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_fl_2_paste,20,blade,"[(""d_w2"",0,0.1,0)]",plies,1,4049,1,123,0,2,2.1,20,20.1,40,40.1,85,85.1,97,97.1,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,10,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell_ud,26,blade,"[(""d_te_r"",0,1.1,0),(""zone_ss"",.5,2,0)]",plies,1,200,3,101,0,34,36,44,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-3,0.85,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shell_gelcoat,29,blade,"[(""d_te_r"",0,1.1,0)]",plies,1,30,1,1,0,0.7,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_Biax,32,blade,"[(""d_te_r"",0,1,0)]",plies,0.5,150,3,123,0,1,1.5,3,4,7,15,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,4000,-3,0.577,24,23,23,23,22,15,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transition_UD,31,blade,"[(""d_te_r"",0,1,0)]",plies,0.5,150,3,123,0,1,1.5,3,4,7,15,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.5,4000,-3,0.901,24,23,23,23,22,15,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le_plies_csm,28,blade,"[(""d_sla"",0,0.1,0.01)]",plies,1,50,3,123,4,4,30,30.1,40,50,60,80,90,100,118,122,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.625,0,5,5,5,5,4,4,3,3,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_plies_csm,28,blade,"[(""d_te"",0,.1,0)]",plies,1,50,3,123,4,4,30,40,50,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.625,0,5,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_paste,20,blade,"[(""d_te"",0,.1,0)]",plies,1,50,3,123,4,4,35,45,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,0,3,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_paste_ss,20,blade,"[(""d_te_ud_ss"",0.0,te_paste_width,0.01)]",plies,1,25000,1,123,0,5,10,20,35,35.1,40,45,50,55,60,65,70,80,90,100,110,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,,,10,0,0,0,0,0,0,0,3,3,2.5,1.5,1.3,0.8,0.4,0.4,0.4,0.15,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te_paste_ps,20,blade,"[(""d_te_ud_ps"",-0.05,te_paste_width-0.05,0.01)]",plies,1,25000,1,123,0,5,10,20,35,35.1,40,45,50,55,60,65,70,80,90,100,110,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,,,10,0,0,0,0,0,0,0,3,3,2.5,1.5,1.3,1.2,0.4,0.4,0.4,0.15,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
